sequence,score,reps,source
seq_00217.npy,75.0,5,custom
seq_00218.npy,75.0,5,custom
seq_00219.npy,75.0,5,custom
seq_00220.npy,75.0,5,custom
seq_00221.npy,75.0,5,custom
seq_00222.npy,75.0,5,custom
seq_00223.npy,75.0,5,custom
seq_00224.npy,75.0,5,custom
seq_00225.npy,75.0,5,custom
seq_00226.npy,75.0,5,custom
seq_00227.npy,75.0,5,custom
seq_00228.npy,75.0,5,custom
seq_00229.npy,75.0,5,custom
seq_00230.npy,75.0,5,custom
seq_00231.npy,75.0,5,custom
seq_00232.npy,75.0,5,custom
seq_00233.npy,75.0,5,custom
seq_00234.npy,75.0,5,custom
seq_00235.npy,75.0,5,custom
seq_00236.npy,75.0,5,custom
seq_00237.npy,75.0,5,custom
seq_00238.npy,75.0,5,custom
seq_00239.npy,75.0,5,custom
seq_00240.npy,75.0,5,custom
seq_00241.npy,75.0,5,custom
seq_00242.npy,75.0,5,custom
seq_00243.npy,75.0,5,custom
seq_00244.npy,75.0,5,custom
seq_00245.npy,75.0,5,custom
seq_00246.npy,75.0,5,custom
seq_00247.npy,75.0,5,custom
seq_00248.npy,75.0,5,custom
seq_00249.npy,75.0,5,custom
seq_00250.npy,75.0,5,custom
seq_00251.npy,75.0,5,custom
seq_00252.npy,75.0,5,custom
seq_00253.npy,75.0,5,custom
seq_00254.npy,75.0,5,custom
seq_00255.npy,75.0,5,custom
seq_00256.npy,75.0,5,custom
seq_00257.npy,75.0,5,custom
seq_00258.npy,75.0,5,custom
seq_00259.npy,75.0,5,custom
seq_00260.npy,75.0,5,custom
seq_00261.npy,75.0,5,custom
seq_00262.npy,75.0,5,custom
seq_00263.npy,75.0,5,custom
seq_00264.npy,75.0,5,custom
seq_00265.npy,75.0,5,custom
seq_00266.npy,75.0,5,custom
seq_00267.npy,75.0,5,custom
seq_00268.npy,75.0,5,custom
seq_00269.npy,75.0,5,custom
seq_00270.npy,75.0,5,custom
seq_00271.npy,75.0,5,custom
seq_00272.npy,75.0,5,custom
seq_00273.npy,75.0,5,custom
seq_00274.npy,75.0,5,custom
seq_00275.npy,75.0,5,custom
seq_00276.npy,75.0,5,custom
seq_00277.npy,75.0,5,custom
seq_00278.npy,75.0,5,custom
seq_00279.npy,75.0,5,custom
seq_00280.npy,75.0,5,custom
seq_00281.npy,75.0,5,custom
seq_00282.npy,75.0,5,custom
seq_00283.npy,75.0,5,custom
seq_00284.npy,75.0,5,custom
seq_00285.npy,75.0,5,custom
seq_00286.npy,75.0,5,custom
seq_00287.npy,75.0,5,custom
seq_00288.npy,75.0,5,custom
seq_00289.npy,75.0,5,custom
seq_00290.npy,75.0,5,custom
seq_00291.npy,75.0,5,custom
seq_00292.npy,75.0,5,custom
seq_00293.npy,75.0,5,custom
seq_00294.npy,75.0,5,custom
seq_00295.npy,75.0,5,custom
seq_00296.npy,75.0,5,custom
seq_00297.npy,75.0,5,custom
seq_00298.npy,75.0,5,custom
seq_00299.npy,75.0,5,custom
seq_00300.npy,75.0,5,custom
seq_00301.npy,75.0,5,custom
seq_00302.npy,75.0,5,custom
seq_00303.npy,75.0,5,custom
seq_00304.npy,75.0,5,custom
seq_00305.npy,75.0,5,custom
seq_00306.npy,75.0,5,custom
seq_00307.npy,75.0,5,custom
seq_00308.npy,75.0,5,custom
seq_00309.npy,75.0,5,custom
seq_00310.npy,75.0,5,custom
seq_00311.npy,75.0,5,custom
seq_00312.npy,75.0,5,custom
seq_00313.npy,75.0,5,custom
seq_00314.npy,75.0,5,custom
seq_00315.npy,75.0,5,custom
seq_00316.npy,75.0,5,custom
seq_00317.npy,75.0,5,custom
seq_00318.npy,75.0,5,custom
seq_00319.npy,75.0,5,custom
seq_00320.npy,75.0,5,custom
seq_00321.npy,75.0,5,custom
seq_00322.npy,75.0,5,custom
seq_00323.npy,75.0,5,custom
seq_00324.npy,75.0,5,custom
seq_00325.npy,75.0,5,custom
seq_00326.npy,75.0,5,custom
seq_00327.npy,75.0,5,custom
seq_00328.npy,75.0,5,custom
seq_00329.npy,75.0,5,custom
seq_00330.npy,75.0,5,custom
seq_00331.npy,75.0,5,custom
seq_00332.npy,75.0,5,custom
seq_00333.npy,75.0,5,custom
seq_00334.npy,75.0,5,custom
seq_00335.npy,75.0,5,custom
seq_00336.npy,75.0,5,custom
seq_00337.npy,75.0,5,custom
seq_00338.npy,75.0,5,custom
seq_00339.npy,75.0,5,custom
seq_00340.npy,75.0,5,custom
seq_00341.npy,75.0,5,custom
seq_00342.npy,75.0,5,custom
seq_00343.npy,75.0,5,custom
seq_00344.npy,75.0,5,custom
seq_00345.npy,75.0,5,custom
seq_00346.npy,75.0,5,custom
seq_00347.npy,75.0,5,custom
seq_00348.npy,75.0,5,custom
seq_00349.npy,75.0,5,custom
seq_00350.npy,75.0,5,custom
seq_00351.npy,75.0,5,custom
seq_00352.npy,75.0,5,custom
seq_00353.npy,75.0,5,custom
seq_00354.npy,75.0,5,custom
seq_00355.npy,75.0,5,custom
seq_00356.npy,75.0,5,custom
seq_00357.npy,75.0,5,custom
seq_00358.npy,75.0,5,custom
seq_00359.npy,75.0,5,custom
seq_00360.npy,75.0,5,custom
seq_00361.npy,75.0,5,custom
seq_00362.npy,75.0,5,custom
seq_00363.npy,75.0,5,custom
seq_00364.npy,75.0,5,custom
seq_00365.npy,75.0,5,custom
seq_00366.npy,75.0,5,custom
seq_00367.npy,75.0,5,custom
seq_00368.npy,75.0,5,custom
seq_00369.npy,75.0,5,custom
seq_00370.npy,75.0,5,custom
seq_00371.npy,75.0,5,custom
seq_00372.npy,75.0,5,custom
seq_00373.npy,75.0,5,custom
seq_00374.npy,75.0,5,custom
seq_00375.npy,75.0,5,custom
seq_00376.npy,75.0,5,custom
seq_00377.npy,75.0,5,custom
seq_00378.npy,75.0,5,custom
seq_00379.npy,75.0,5,custom
seq_00380.npy,75.0,5,custom
seq_00381.npy,75.0,5,custom
seq_00382.npy,75.0,5,custom
seq_00383.npy,75.0,5,custom
seq_00384.npy,75.0,5,custom
seq_00385.npy,75.0,5,custom
seq_00386.npy,75.0,5,custom
seq_00387.npy,75.0,5,custom
seq_00388.npy,75.0,5,custom
seq_00389.npy,75.0,5,custom
seq_00390.npy,75.0,5,custom
seq_00391.npy,75.0,5,custom
seq_00392.npy,75.0,5,custom
seq_00393.npy,75.0,5,custom
seq_00394.npy,75.0,5,custom
seq_00395.npy,75.0,5,custom
seq_00396.npy,75.0,5,custom
seq_00397.npy,75.0,5,custom
seq_00398.npy,75.0,5,custom
seq_00399.npy,75.0,5,custom
seq_00400.npy,75.0,5,custom
seq_00401.npy,75.0,5,custom
seq_00402.npy,75.0,5,custom
seq_00403.npy,75.0,5,custom
seq_00404.npy,75.0,5,custom
seq_00405.npy,75.0,5,custom
seq_00406.npy,75.0,5,custom
seq_00407.npy,75.0,5,custom
seq_00408.npy,75.0,5,custom
seq_00409.npy,75.0,5,custom
seq_00410.npy,75.0,5,custom
seq_00411.npy,75.0,5,custom
seq_00412.npy,75.0,5,custom
seq_00413.npy,75.0,5,custom
seq_00414.npy,75.0,5,custom
seq_00415.npy,75.0,5,custom
seq_00416.npy,75.0,5,custom
seq_00417.npy,75.0,5,custom
seq_00418.npy,75.0,5,custom
seq_00419.npy,75.0,5,custom
seq_00420.npy,75.0,5,custom
seq_00421.npy,75.0,5,custom
seq_00422.npy,75.0,5,custom
seq_00423.npy,75.0,5,custom
seq_00424.npy,75.0,5,custom
seq_00425.npy,75.0,5,custom
seq_00426.npy,75.0,5,custom
seq_00427.npy,75.0,5,custom
seq_00428.npy,75.0,5,custom
seq_00429.npy,75.0,5,custom
seq_00430.npy,75.0,5,custom
seq_00431.npy,75.0,5,custom
seq_00432.npy,75.0,5,custom
seq_00433.npy,75.0,5,custom
seq_00434.npy,75.0,5,custom
seq_00435.npy,75.0,5,custom
seq_00436.npy,75.0,5,custom
seq_00437.npy,75.0,5,custom
seq_00438.npy,75.0,5,custom
seq_00439.npy,75.0,5,custom
seq_00440.npy,75.0,5,custom
seq_00441.npy,75.0,5,custom
seq_00442.npy,75.0,5,custom
seq_00443.npy,75.0,5,custom
seq_00444.npy,75.0,5,custom
seq_00445.npy,75.0,5,custom
seq_00446.npy,75.0,5,custom
seq_00447.npy,75.0,5,custom
seq_00448.npy,75.0,5,custom
seq_00449.npy,75.0,5,custom
seq_00450.npy,92.0,5,ntu_syn
seq_00451.npy,75.0,5,ntu_syn
seq_00452.npy,94.0,5,ntu_syn
seq_00453.npy,76.0,5,ntu_syn
seq_00454.npy,89.0,5,ntu_syn
seq_00455.npy,95.0,5,ntu_syn
seq_00456.npy,88.0,5,ntu_syn
seq_00457.npy,85.0,5,ntu_syn
seq_00458.npy,83.0,5,ntu_syn
seq_00459.npy,88.0,5,ntu_syn
seq_00460.npy,84.0,5,ntu_syn
seq_00461.npy,84.0,5,ntu_syn
seq_00462.npy,86.0,5,ntu_syn
seq_00463.npy,85.0,5,ntu_syn
seq_00464.npy,80.0,5,ntu_syn
seq_00465.npy,74.0,5,ntu_syn
seq_00466.npy,65.0,5,ntu_syn
seq_00467.npy,73.0,5,ntu_syn
seq_00468.npy,53.0,5,ntu_syn
seq_00469.npy,70.0,5,ntu_syn
seq_00470.npy,52.0,5,ntu_syn
seq_00471.npy,73.0,5,ntu_syn
seq_00472.npy,70.0,5,ntu_syn
seq_00473.npy,62.0,5,ntu_syn
seq_00474.npy,56.0,5,ntu_syn
seq_00475.npy,66.0,5,ntu_syn
seq_00476.npy,53.0,5,ntu_syn
seq_00477.npy,56.0,5,ntu_syn
seq_00478.npy,62.0,5,ntu_syn
seq_00479.npy,57.0,5,ntu_syn
seq_00480.npy,34.0,5,ntu_syn
seq_00481.npy,39.0,5,ntu_syn
seq_00482.npy,22.0,5,ntu_syn
seq_00483.npy,25.0,5,ntu_syn
seq_00484.npy,48.0,5,ntu_syn
seq_00485.npy,21.0,5,ntu_syn
seq_00486.npy,27.0,5,ntu_syn
seq_00487.npy,31.0,5,ntu_syn
seq_00488.npy,31.0,5,ntu_syn
seq_00489.npy,29.0,5,ntu_syn
seq_00490.npy,33.0,5,ntu_syn
seq_00491.npy,49.0,5,ntu_syn
seq_00492.npy,43.0,5,ntu_syn
seq_00493.npy,38.0,5,ntu_syn
seq_00494.npy,47.0,5,ntu_syn
seq_00495.npy,98.0,5,uiprmd_syn
seq_00496.npy,96.0,5,uiprmd_syn
seq_00497.npy,81.0,5,uiprmd_syn
seq_00498.npy,84.0,5,uiprmd_syn
seq_00499.npy,82.0,5,uiprmd_syn
seq_00500.npy,88.0,5,uiprmd_syn
seq_00501.npy,94.0,5,uiprmd_syn
seq_00502.npy,79.0,5,uiprmd_syn
seq_00503.npy,96.0,5,uiprmd_syn
seq_00504.npy,80.0,5,uiprmd_syn
seq_00505.npy,95.0,5,uiprmd_syn
seq_00506.npy,83.0,5,uiprmd_syn
seq_00507.npy,83.0,5,uiprmd_syn
seq_00508.npy,80.0,5,uiprmd_syn
seq_00509.npy,80.0,5,uiprmd_syn
seq_00510.npy,72.0,5,uiprmd_syn
seq_00511.npy,74.0,5,uiprmd_syn
seq_00512.npy,64.0,5,uiprmd_syn
seq_00513.npy,60.0,5,uiprmd_syn
seq_00514.npy,62.0,5,uiprmd_syn
seq_00515.npy,60.0,5,uiprmd_syn
seq_00516.npy,67.0,5,uiprmd_syn
seq_00517.npy,70.0,5,uiprmd_syn
seq_00518.npy,76.0,5,uiprmd_syn
seq_00519.npy,68.0,5,uiprmd_syn
seq_00520.npy,67.0,5,uiprmd_syn
seq_00521.npy,72.0,5,uiprmd_syn
seq_00522.npy,74.0,5,uiprmd_syn
seq_00523.npy,71.0,5,uiprmd_syn
seq_00524.npy,64.0,5,uiprmd_syn
seq_00525.npy,40.0,5,uiprmd_syn
seq_00526.npy,49.0,5,uiprmd_syn
seq_00527.npy,51.0,5,uiprmd_syn
seq_00528.npy,40.0,5,uiprmd_syn
seq_00529.npy,43.0,5,uiprmd_syn
seq_00530.npy,49.0,5,uiprmd_syn
seq_00531.npy,33.0,5,uiprmd_syn
seq_00532.npy,31.0,5,uiprmd_syn
seq_00533.npy,44.0,5,uiprmd_syn
seq_00534.npy,35.0,5,uiprmd_syn
seq_00535.npy,28.0,5,uiprmd_syn
seq_00536.npy,50.0,5,uiprmd_syn
seq_00537.npy,33.0,5,uiprmd_syn
seq_00538.npy,49.0,5,uiprmd_syn
seq_00539.npy,42.0,5,uiprmd_syn
seq_00540.npy,95.0,5,kimore_syn
seq_00541.npy,95.0,5,kimore_syn
seq_00542.npy,81.0,5,kimore_syn
seq_00543.npy,77.0,5,kimore_syn
seq_00544.npy,76.0,5,kimore_syn
seq_00545.npy,88.0,5,kimore_syn
seq_00546.npy,71.0,5,kimore_syn
seq_00547.npy,82.0,5,kimore_syn
seq_00548.npy,76.0,5,kimore_syn
seq_00549.npy,72.0,5,kimore_syn
seq_00550.npy,74.0,5,kimore_syn
seq_00551.npy,72.0,5,kimore_syn
seq_00552.npy,75.0,5,kimore_syn
seq_00553.npy,80.0,5,kimore_syn
seq_00554.npy,84.0,5,kimore_syn
seq_00555.npy,47.0,5,kimore_syn
seq_00556.npy,47.0,5,kimore_syn
seq_00557.npy,61.0,5,kimore_syn
seq_00558.npy,61.0,5,kimore_syn
seq_00559.npy,66.0,5,kimore_syn
seq_00560.npy,54.0,5,kimore_syn
seq_00561.npy,58.0,5,kimore_syn
seq_00562.npy,64.0,5,kimore_syn
seq_00563.npy,65.0,5,kimore_syn
seq_00564.npy,67.0,5,kimore_syn
seq_00565.npy,45.0,5,kimore_syn
seq_00566.npy,51.0,5,kimore_syn
seq_00567.npy,54.0,5,kimore_syn
seq_00568.npy,60.0,5,kimore_syn
seq_00569.npy,54.0,5,kimore_syn
seq_00570.npy,43.0,5,kimore_syn
seq_00571.npy,37.0,5,kimore_syn
seq_00572.npy,26.0,5,kimore_syn
seq_00573.npy,43.0,5,kimore_syn
seq_00574.npy,31.0,5,kimore_syn
seq_00575.npy,41.0,5,kimore_syn
seq_00576.npy,24.0,5,kimore_syn
seq_00577.npy,34.0,5,kimore_syn
seq_00578.npy,31.0,5,kimore_syn
seq_00579.npy,37.0,5,kimore_syn
seq_00580.npy,21.0,5,kimore_syn
seq_00581.npy,42.0,5,kimore_syn
seq_00582.npy,38.0,5,kimore_syn
seq_00583.npy,32.0,5,kimore_syn
seq_00584.npy,23.0,5,kimore_syn
seq_00585.npy,93.0,4,custom_aug
seq_00586.npy,82.0,7,custom_aug
seq_00587.npy,97.0,8,custom_aug
seq_00588.npy,82.0,8,custom_aug
seq_00589.npy,92.0,4,custom_aug
seq_00590.npy,98.0,7,custom_aug
seq_00591.npy,97.0,8,custom_aug
seq_00592.npy,82.0,6,custom_aug
seq_00593.npy,85.0,4,custom_aug
seq_00594.npy,82.0,8,custom_aug
seq_00595.npy,96.0,7,custom_aug
seq_00596.npy,90.0,6,custom_aug
seq_00597.npy,86.0,4,custom_aug
seq_00598.npy,91.0,4,custom_aug
seq_00599.npy,84.0,6,custom_aug
seq_00600.npy,98.0,6,custom_aug
seq_00601.npy,84.0,8,custom_aug
seq_00602.npy,97.0,7,custom_aug
seq_00603.npy,88.0,5,custom_aug
seq_00604.npy,97.0,7,custom_aug
seq_00605.npy,98.0,4,custom_aug
seq_00606.npy,87.0,6,custom_aug
seq_00607.npy,96.0,7,custom_aug
seq_00608.npy,96.0,4,custom_aug
seq_00609.npy,82.0,7,custom_aug
seq_00610.npy,88.0,7,custom_aug
seq_00611.npy,86.0,7,custom_aug
seq_00612.npy,86.0,8,custom_aug
seq_00613.npy,91.0,4,custom_aug
seq_00614.npy,88.0,7,custom_aug
seq_00615.npy,86.0,5,custom_aug
seq_00616.npy,91.0,4,custom_aug
seq_00617.npy,87.0,4,custom_aug
seq_00618.npy,89.0,8,custom_aug
seq_00619.npy,87.0,7,custom_aug
seq_00620.npy,92.0,6,custom_aug
seq_00621.npy,97.0,8,custom_aug
seq_00622.npy,87.0,6,custom_aug
seq_00623.npy,85.0,4,custom_aug
seq_00624.npy,84.0,6,custom_aug
seq_00625.npy,95.0,6,custom_aug
seq_00626.npy,97.0,7,custom_aug
seq_00627.npy,94.0,8,custom_aug
seq_00628.npy,98.0,5,custom_aug
seq_00629.npy,90.0,6,custom_aug
seq_00630.npy,84.0,7,custom_aug
seq_00631.npy,91.0,8,custom_aug
seq_00632.npy,98.0,4,custom_aug
seq_00633.npy,98.0,8,custom_aug
seq_00634.npy,88.0,7,custom_aug
seq_00635.npy,73.0,4,custom_aug
seq_00636.npy,64.0,8,custom_aug
seq_00637.npy,61.0,6,custom_aug
seq_00638.npy,56.0,7,custom_aug
seq_00639.npy,73.0,6,custom_aug
seq_00640.npy,77.0,4,custom_aug
seq_00641.npy,72.0,4,custom_aug
seq_00642.npy,68.0,5,custom_aug
seq_00643.npy,65.0,8,custom_aug
seq_00644.npy,64.0,8,custom_aug
seq_00645.npy,65.0,4,custom_aug
seq_00646.npy,59.0,5,custom_aug
seq_00647.npy,60.0,6,custom_aug
seq_00648.npy,58.0,7,custom_aug
seq_00649.npy,61.0,4,custom_aug
seq_00650.npy,60.0,4,custom_aug
seq_00651.npy,70.0,7,custom_aug
seq_00652.npy,74.0,4,custom_aug
seq_00653.npy,58.0,4,custom_aug
seq_00654.npy,66.0,7,custom_aug
seq_00655.npy,59.0,4,custom_aug
seq_00656.npy,67.0,8,custom_aug
seq_00657.npy,76.0,6,custom_aug
seq_00658.npy,60.0,7,custom_aug
seq_00659.npy,72.0,6,custom_aug
seq_00660.npy,74.0,4,custom_aug
seq_00661.npy,57.0,6,custom_aug
seq_00662.npy,74.0,7,custom_aug
seq_00663.npy,71.0,5,custom_aug
seq_00664.npy,78.0,5,custom_aug
seq_00665.npy,76.0,5,custom_aug
seq_00666.npy,72.0,8,custom_aug
seq_00667.npy,53.0,7,custom_aug
seq_00668.npy,66.0,8,custom_aug
seq_00669.npy,70.0,5,custom_aug
seq_00670.npy,72.0,8,custom_aug
seq_00671.npy,52.0,4,custom_aug
seq_00672.npy,76.0,6,custom_aug
seq_00673.npy,73.0,8,custom_aug
seq_00674.npy,61.0,8,custom_aug
seq_00675.npy,68.0,4,custom_aug
seq_00676.npy,52.0,7,custom_aug
seq_00677.npy,73.0,8,custom_aug
seq_00678.npy,56.0,4,custom_aug
seq_00679.npy,61.0,4,custom_aug
seq_00680.npy,58.0,6,custom_aug
seq_00681.npy,73.0,6,custom_aug
seq_00682.npy,54.0,4,custom_aug
seq_00683.npy,55.0,6,custom_aug
seq_00684.npy,54.0,7,custom_aug
seq_00685.npy,26.0,6,custom_aug
seq_00686.npy,42.0,8,custom_aug
seq_00687.npy,30.0,7,custom_aug
seq_00688.npy,35.0,4,custom_aug
seq_00689.npy,29.0,5,custom_aug
seq_00690.npy,44.0,7,custom_aug
seq_00691.npy,26.0,6,custom_aug
seq_00692.npy,22.0,5,custom_aug
seq_00693.npy,24.0,8,custom_aug
seq_00694.npy,25.0,5,custom_aug
seq_00695.npy,30.0,4,custom_aug
seq_00696.npy,31.0,7,custom_aug
seq_00697.npy,47.0,7,custom_aug
seq_00698.npy,21.0,5,custom_aug
seq_00699.npy,38.0,8,custom_aug
seq_00700.npy,41.0,4,custom_aug
seq_00701.npy,47.0,6,custom_aug
seq_00702.npy,24.0,5,custom_aug
seq_00703.npy,33.0,7,custom_aug
seq_00704.npy,29.0,8,custom_aug
seq_00705.npy,48.0,6,custom_aug
seq_00706.npy,28.0,6,custom_aug
seq_00707.npy,43.0,8,custom_aug
seq_00708.npy,28.0,8,custom_aug
seq_00709.npy,42.0,4,custom_aug
seq_00710.npy,46.0,8,custom_aug
seq_00711.npy,37.0,5,custom_aug
seq_00712.npy,43.0,7,custom_aug
seq_00713.npy,21.0,6,custom_aug
seq_00714.npy,25.0,7,custom_aug
seq_00715.npy,24.0,7,custom_aug
seq_00716.npy,37.0,6,custom_aug
seq_00717.npy,22.0,5,custom_aug
seq_00718.npy,32.0,6,custom_aug
