sequence,score,reps,source
seq_00183.npy,38.0,5,ntu_syn
seq_00184.npy,32.0,5,ntu_syn
seq_00185.npy,44.0,5,ntu_syn
seq_00186.npy,35.0,5,ntu_syn
seq_00187.npy,21.0,5,ntu_syn
seq_00188.npy,41.0,5,ntu_syn
seq_00189.npy,36.0,5,ntu_syn
seq_00190.npy,32.0,5,ntu_syn
seq_00191.npy,40.0,5,ntu_syn
seq_00192.npy,20.0,5,ntu_syn
seq_00193.npy,49.0,5,ntu_syn
seq_00194.npy,38.0,5,ntu_syn
seq_00195.npy,86.0,5,uiprmd_syn
seq_00196.npy,87.0,5,uiprmd_syn
seq_00197.npy,88.0,5,uiprmd_syn
seq_00198.npy,78.0,5,uiprmd_syn
seq_00199.npy,89.0,5,uiprmd_syn
seq_00200.npy,94.0,5,uiprmd_syn
seq_00201.npy,79.0,5,uiprmd_syn
seq_00202.npy,96.0,5,uiprmd_syn
seq_00203.npy,92.0,5,uiprmd_syn
seq_00204.npy,97.0,5,uiprmd_syn
seq_00205.npy,82.0,5,uiprmd_syn
seq_00206.npy,97.0,5,uiprmd_syn
seq_00207.npy,82.0,5,uiprmd_syn
seq_00208.npy,89.0,5,uiprmd_syn
seq_00209.npy,94.0,5,uiprmd_syn
seq_00210.npy,66.0,5,uiprmd_syn
seq_00211.npy,61.0,5,uiprmd_syn
seq_00212.npy,63.0,5,uiprmd_syn
seq_00213.npy,73.0,5,uiprmd_syn
seq_00214.npy,55.0,5,uiprmd_syn
seq_00215.npy,64.0,5,uiprmd_syn
seq_00216.npy,66.0,5,uiprmd_syn
seq_00217.npy,74.0,5,uiprmd_syn
seq_00218.npy,58.0,5,uiprmd_syn
seq_00219.npy,62.0,5,uiprmd_syn
seq_00220.npy,59.0,5,uiprmd_syn
seq_00221.npy,57.0,5,uiprmd_syn
seq_00222.npy,56.0,5,uiprmd_syn
seq_00223.npy,70.0,5,uiprmd_syn
seq_00224.npy,72.0,5,uiprmd_syn
seq_00225.npy,38.0,5,uiprmd_syn
seq_00226.npy,48.0,5,uiprmd_syn
seq_00227.npy,51.0,5,uiprmd_syn
seq_00228.npy,45.0,5,uiprmd_syn
seq_00229.npy,33.0,5,uiprmd_syn
seq_00230.npy,48.0,5,uiprmd_syn
seq_00231.npy,48.0,5,uiprmd_syn
seq_00232.npy,47.0,5,uiprmd_syn
seq_00233.npy,48.0,5,uiprmd_syn
seq_00234.npy,26.0,5,uiprmd_syn
seq_00235.npy,29.0,5,uiprmd_syn
seq_00236.npy,33.0,5,uiprmd_syn
seq_00237.npy,47.0,5,uiprmd_syn
seq_00238.npy,37.0,5,uiprmd_syn
seq_00239.npy,52.0,5,uiprmd_syn
seq_00240.npy,84.0,5,kimore_syn
seq_00241.npy,87.0,5,kimore_syn
seq_00242.npy,93.0,5,kimore_syn
seq_00243.npy,73.0,5,kimore_syn
seq_00244.npy,84.0,5,kimore_syn
seq_00245.npy,86.0,5,kimore_syn
seq_00246.npy,95.0,5,kimore_syn
seq_00247.npy,93.0,5,kimore_syn
seq_00248.npy,82.0,5,kimore_syn
seq_00249.npy,94.0,5,kimore_syn
seq_00250.npy,75.0,5,kimore_syn
seq_00251.npy,75.0,5,kimore_syn
seq_00252.npy,94.0,5,kimore_syn
seq_00253.npy,83.0,5,kimore_syn
seq_00254.npy,80.0,5,kimore_syn
seq_00255.npy,50.0,5,kimore_syn
seq_00256.npy,46.0,5,kimore_syn
seq_00257.npy,58.0,5,kimore_syn
seq_00258.npy,67.0,5,kimore_syn
seq_00259.npy,45.0,5,kimore_syn
seq_00260.npy,58.0,5,kimore_syn
seq_00261.npy,50.0,5,kimore_syn
seq_00262.npy,61.0,5,kimore_syn
seq_00263.npy,59.0,5,kimore_syn
seq_00264.npy,56.0,5,kimore_syn
seq_00265.npy,61.0,5,kimore_syn
seq_00266.npy,67.0,5,kimore_syn
seq_00267.npy,64.0,5,kimore_syn
seq_00268.npy,57.0,5,kimore_syn
seq_00269.npy,59.0,5,kimore_syn
seq_00270.npy,40.0,5,kimore_syn
seq_00271.npy,27.0,5,kimore_syn
seq_00272.npy,40.0,5,kimore_syn
seq_00273.npy,29.0,5,kimore_syn
seq_00274.npy,27.0,5,kimore_syn
seq_00275.npy,36.0,5,kimore_syn
seq_00276.npy,39.0,5,kimore_syn
seq_00277.npy,24.0,5,kimore_syn
seq_00278.npy,28.0,5,kimore_syn
seq_00279.npy,41.0,5,kimore_syn
seq_00280.npy,34.0,5,kimore_syn
seq_00281.npy,27.0,5,kimore_syn
seq_00282.npy,31.0,5,kimore_syn
seq_00283.npy,39.0,5,kimore_syn
seq_00284.npy,35.0,5,kimore_syn
seq_00285.npy,95.0,4,custom_aug
seq_00286.npy,90.0,6,custom_aug
seq_00287.npy,89.0,7,custom_aug
seq_00288.npy,93.0,4,custom_aug
seq_00289.npy,82.0,4,custom_aug
seq_00290.npy,87.0,5,custom_aug
seq_00291.npy,93.0,6,custom_aug
seq_00292.npy,82.0,5,custom_aug
seq_00293.npy,86.0,7,custom_aug
seq_00294.npy,86.0,5,custom_aug
seq_00295.npy,98.0,6,custom_aug
seq_00296.npy,97.0,4,custom_aug
seq_00297.npy,91.0,5,custom_aug
seq_00298.npy,93.0,5,custom_aug
seq_00299.npy,92.0,8,custom_aug
seq_00300.npy,90.0,6,custom_aug
seq_00301.npy,88.0,4,custom_aug
seq_00302.npy,97.0,8,custom_aug
seq_00303.npy,88.0,8,custom_aug
seq_00304.npy,96.0,4,custom_aug
seq_00305.npy,86.0,4,custom_aug
seq_00306.npy,85.0,4,custom_aug
seq_00307.npy,92.0,4,custom_aug
seq_00308.npy,94.0,8,custom_aug
seq_00309.npy,96.0,7,custom_aug
seq_00310.npy,86.0,6,custom_aug
seq_00311.npy,95.0,7,custom_aug
seq_00312.npy,86.0,6,custom_aug
seq_00313.npy,98.0,4,custom_aug
seq_00314.npy,88.0,7,custom_aug
seq_00315.npy,96.0,8,custom_aug
seq_00316.npy,95.0,7,custom_aug
seq_00317.npy,93.0,4,custom_aug
seq_00318.npy,96.0,5,custom_aug
seq_00319.npy,94.0,6,custom_aug
seq_00320.npy,84.0,7,custom_aug
seq_00321.npy,92.0,6,custom_aug
seq_00322.npy,85.0,6,custom_aug
seq_00323.npy,83.0,6,custom_aug
seq_00324.npy,84.0,7,custom_aug
seq_00325.npy,98.0,5,custom_aug
seq_00326.npy,83.0,8,custom_aug
seq_00327.npy,94.0,4,custom_aug
seq_00328.npy,88.0,7,custom_aug
seq_00329.npy,98.0,8,custom_aug
seq_00330.npy,86.0,6,custom_aug
seq_00331.npy,95.0,4,custom_aug
seq_00332.npy,88.0,8,custom_aug
seq_00333.npy,90.0,5,custom_aug
seq_00334.npy,90.0,8,custom_aug
seq_00335.npy,71.0,8,custom_aug
seq_00336.npy,54.0,5,custom_aug
seq_00337.npy,61.0,6,custom_aug
seq_00338.npy,62.0,7,custom_aug
seq_00339.npy,75.0,4,custom_aug
seq_00340.npy,53.0,7,custom_aug
seq_00341.npy,57.0,8,custom_aug
seq_00342.npy,66.0,6,custom_aug
seq_00343.npy,71.0,4,custom_aug
seq_00344.npy,53.0,6,custom_aug
seq_00345.npy,71.0,8,custom_aug
seq_00346.npy,59.0,6,custom_aug
seq_00347.npy,74.0,5,custom_aug
seq_00348.npy,53.0,5,custom_aug
seq_00349.npy,74.0,7,custom_aug
seq_00350.npy,56.0,7,custom_aug
seq_00351.npy,69.0,7,custom_aug
seq_00352.npy,57.0,4,custom_aug
seq_00353.npy,66.0,8,custom_aug
seq_00354.npy,56.0,8,custom_aug
seq_00355.npy,63.0,6,custom_aug
seq_00356.npy,63.0,6,custom_aug
seq_00357.npy,58.0,4,custom_aug
seq_00358.npy,56.0,8,custom_aug
seq_00359.npy,70.0,7,custom_aug
seq_00360.npy,74.0,7,custom_aug
seq_00361.npy,77.0,7,custom_aug
seq_00362.npy,63.0,4,custom_aug
seq_00363.npy,75.0,4,custom_aug
seq_00364.npy,62.0,5,custom_aug
seq_00365.npy,65.0,7,custom_aug
seq_00366.npy,64.0,4,custom_aug
seq_00367.npy,67.0,6,custom_aug
seq_00368.npy,70.0,8,custom_aug
seq_00369.npy,75.0,7,custom_aug
seq_00370.npy,60.0,8,custom_aug
seq_00371.npy,71.0,8,custom_aug
seq_00372.npy,78.0,7,custom_aug
seq_00373.npy,57.0,7,custom_aug
seq_00374.npy,67.0,8,custom_aug
seq_00375.npy,60.0,7,custom_aug
seq_00376.npy,53.0,5,custom_aug
seq_00377.npy,77.0,7,custom_aug
seq_00378.npy,58.0,7,custom_aug
seq_00379.npy,63.0,6,custom_aug
seq_00380.npy,70.0,7,custom_aug
seq_00381.npy,60.0,5,custom_aug
seq_00382.npy,77.0,5,custom_aug
seq_00383.npy,60.0,4,custom_aug
seq_00384.npy,57.0,6,custom_aug
seq_00385.npy,34.0,8,custom_aug
seq_00386.npy,28.0,7,custom_aug
seq_00387.npy,32.0,5,custom_aug
seq_00388.npy,25.0,6,custom_aug
seq_00389.npy,42.0,4,custom_aug
seq_00390.npy,23.0,7,custom_aug
seq_00391.npy,24.0,7,custom_aug
seq_00392.npy,46.0,8,custom_aug
seq_00393.npy,35.0,6,custom_aug
seq_00394.npy,33.0,4,custom_aug
seq_00395.npy,43.0,4,custom_aug
seq_00396.npy,39.0,8,custom_aug
seq_00397.npy,42.0,6,custom_aug
seq_00398.npy,32.0,4,custom_aug
seq_00399.npy,22.0,4,custom_aug
seq_00400.npy,33.0,8,custom_aug
seq_00401.npy,26.0,6,custom_aug
seq_00402.npy,47.0,5,custom_aug
seq_00403.npy,38.0,6,custom_aug
seq_00404.npy,41.0,6,custom_aug
seq_00405.npy,23.0,5,custom_aug
seq_00406.npy,33.0,6,custom_aug
seq_00407.npy,25.0,7,custom_aug
seq_00408.npy,42.0,4,custom_aug
seq_00409.npy,39.0,7,custom_aug
seq_00410.npy,39.0,6,custom_aug
seq_00411.npy,27.0,4,custom_aug
seq_00412.npy,22.0,7,custom_aug
seq_00413.npy,43.0,7,custom_aug
seq_00414.npy,41.0,4,custom_aug
seq_00415.npy,36.0,5,custom_aug
seq_00416.npy,21.0,5,custom_aug
seq_00417.npy,26.0,4,custom_aug
seq_00418.npy,41.0,7,custom_aug
seq_00419.npy,21.0,7,custom_aug
seq_00420.npy,21.0,6,custom_aug
seq_00421.npy,24.0,5,custom_aug
seq_00422.npy,41.0,7,custom_aug
seq_00423.npy,42.0,6,custom_aug
seq_00424.npy,30.0,7,custom_aug
seq_00425.npy,25.0,4,custom_aug
seq_00426.npy,26.0,6,custom_aug
seq_00427.npy,20.0,4,custom_aug
seq_00428.npy,35.0,4,custom_aug
seq_00429.npy,40.0,6,custom_aug
seq_00430.npy,45.0,4,custom_aug
seq_00431.npy,26.0,5,custom_aug
seq_00432.npy,34.0,4,custom_aug
seq_00433.npy,47.0,5,custom_aug
seq_00434.npy,27.0,7,custom_aug
seq_00435.npy,75.0,5,ntu_syn_aug
seq_00436.npy,77.0,5,ntu_syn_aug
seq_00437.npy,93.0,5,ntu_syn_aug
seq_00438.npy,80.0,5,ntu_syn_aug
seq_00439.npy,81.0,5,ntu_syn_aug
seq_00440.npy,84.0,5,ntu_syn_aug
seq_00441.npy,77.0,5,ntu_syn_aug
seq_00442.npy,90.0,5,ntu_syn_aug
seq_00443.npy,82.0,5,ntu_syn_aug
seq_00444.npy,88.0,5,ntu_syn_aug
seq_00445.npy,89.0,5,ntu_syn_aug
seq_00446.npy,81.0,5,ntu_syn_aug
seq_00447.npy,89.0,5,ntu_syn_aug
seq_00448.npy,79.0,5,ntu_syn_aug
seq_00449.npy,90.0,5,ntu_syn_aug
seq_00450.npy,52.0,5,ntu_syn_aug
seq_00451.npy,69.0,5,ntu_syn_aug
seq_00452.npy,74.0,5,ntu_syn_aug
seq_00453.npy,59.0,5,ntu_syn_aug
seq_00454.npy,50.0,5,ntu_syn_aug
seq_00455.npy,52.0,5,ntu_syn_aug
seq_00456.npy,57.0,5,ntu_syn_aug
seq_00457.npy,63.0,5,ntu_syn_aug
seq_00458.npy,58.0,5,ntu_syn_aug
seq_00459.npy,56.0,5,ntu_syn_aug
seq_00460.npy,68.0,5,ntu_syn_aug
seq_00461.npy,60.0,5,ntu_syn_aug
seq_00462.npy,54.0,5,ntu_syn_aug
seq_00463.npy,69.0,5,ntu_syn_aug
seq_00464.npy,51.0,5,ntu_syn_aug
seq_00465.npy,32.0,5,ntu_syn_aug
seq_00466.npy,39.0,5,ntu_syn_aug
seq_00467.npy,26.0,5,ntu_syn_aug
seq_00468.npy,38.0,5,ntu_syn_aug
seq_00469.npy,32.0,5,ntu_syn_aug
seq_00470.npy,44.0,5,ntu_syn_aug
seq_00471.npy,35.0,5,ntu_syn_aug
seq_00472.npy,21.0,5,ntu_syn_aug
seq_00473.npy,41.0,5,ntu_syn_aug
seq_00474.npy,36.0,5,ntu_syn_aug
seq_00475.npy,32.0,5,ntu_syn_aug
seq_00476.npy,40.0,5,ntu_syn_aug
seq_00477.npy,20.0,5,ntu_syn_aug
seq_00478.npy,49.0,5,ntu_syn_aug
seq_00479.npy,38.0,5,ntu_syn_aug
seq_00480.npy,86.0,5,uiprmd_syn_aug
seq_00481.npy,87.0,5,uiprmd_syn_aug
seq_00482.npy,88.0,5,uiprmd_syn_aug
seq_00483.npy,78.0,5,uiprmd_syn_aug
seq_00484.npy,89.0,5,uiprmd_syn_aug
seq_00485.npy,94.0,5,uiprmd_syn_aug
seq_00486.npy,79.0,5,uiprmd_syn_aug
seq_00487.npy,96.0,5,uiprmd_syn_aug
seq_00488.npy,92.0,5,uiprmd_syn_aug
seq_00489.npy,97.0,5,uiprmd_syn_aug
seq_00490.npy,82.0,5,uiprmd_syn_aug
seq_00491.npy,97.0,5,uiprmd_syn_aug
seq_00492.npy,82.0,5,uiprmd_syn_aug
seq_00493.npy,89.0,5,uiprmd_syn_aug
seq_00494.npy,94.0,5,uiprmd_syn_aug
seq_00495.npy,66.0,5,uiprmd_syn_aug
seq_00496.npy,61.0,5,uiprmd_syn_aug
seq_00497.npy,63.0,5,uiprmd_syn_aug
seq_00498.npy,73.0,5,uiprmd_syn_aug
seq_00499.npy,55.0,5,uiprmd_syn_aug
seq_00500.npy,64.0,5,uiprmd_syn_aug
seq_00501.npy,66.0,5,uiprmd_syn_aug
seq_00502.npy,74.0,5,uiprmd_syn_aug
seq_00503.npy,58.0,5,uiprmd_syn_aug
seq_00504.npy,62.0,5,uiprmd_syn_aug
seq_00505.npy,59.0,5,uiprmd_syn_aug
seq_00506.npy,57.0,5,uiprmd_syn_aug
seq_00507.npy,56.0,5,uiprmd_syn_aug
seq_00508.npy,70.0,5,uiprmd_syn_aug
seq_00509.npy,72.0,5,uiprmd_syn_aug
seq_00510.npy,38.0,5,uiprmd_syn_aug
seq_00511.npy,48.0,5,uiprmd_syn_aug
seq_00512.npy,51.0,5,uiprmd_syn_aug
seq_00513.npy,45.0,5,uiprmd_syn_aug
seq_00514.npy,33.0,5,uiprmd_syn_aug
seq_00515.npy,48.0,5,uiprmd_syn_aug
seq_00516.npy,48.0,5,uiprmd_syn_aug
seq_00517.npy,47.0,5,uiprmd_syn_aug
seq_00518.npy,48.0,5,uiprmd_syn_aug
seq_00519.npy,26.0,5,uiprmd_syn_aug
seq_00520.npy,29.0,5,uiprmd_syn_aug
seq_00521.npy,33.0,5,uiprmd_syn_aug
seq_00522.npy,47.0,5,uiprmd_syn_aug
seq_00523.npy,37.0,5,uiprmd_syn_aug
seq_00524.npy,52.0,5,uiprmd_syn_aug
seq_00525.npy,84.0,5,kimore_syn_aug
seq_00526.npy,87.0,5,kimore_syn_aug
seq_00527.npy,93.0,5,kimore_syn_aug
seq_00528.npy,73.0,5,kimore_syn_aug
seq_00529.npy,84.0,5,kimore_syn_aug
seq_00530.npy,86.0,5,kimore_syn_aug
seq_00531.npy,95.0,5,kimore_syn_aug
seq_00532.npy,93.0,5,kimore_syn_aug
seq_00533.npy,82.0,5,kimore_syn_aug
seq_00534.npy,94.0,5,kimore_syn_aug
seq_00535.npy,75.0,5,kimore_syn_aug
seq_00536.npy,75.0,5,kimore_syn_aug
seq_00537.npy,94.0,5,kimore_syn_aug
seq_00538.npy,83.0,5,kimore_syn_aug
seq_00539.npy,80.0,5,kimore_syn_aug
seq_00540.npy,50.0,5,kimore_syn_aug
seq_00541.npy,46.0,5,kimore_syn_aug
seq_00542.npy,58.0,5,kimore_syn_aug
seq_00543.npy,67.0,5,kimore_syn_aug
seq_00544.npy,45.0,5,kimore_syn_aug
seq_00545.npy,58.0,5,kimore_syn_aug
seq_00546.npy,50.0,5,kimore_syn_aug
seq_00547.npy,61.0,5,kimore_syn_aug
seq_00548.npy,59.0,5,kimore_syn_aug
seq_00549.npy,56.0,5,kimore_syn_aug
seq_00550.npy,61.0,5,kimore_syn_aug
seq_00551.npy,67.0,5,kimore_syn_aug
seq_00552.npy,64.0,5,kimore_syn_aug
seq_00553.npy,57.0,5,kimore_syn_aug
seq_00554.npy,59.0,5,kimore_syn_aug
seq_00555.npy,40.0,5,kimore_syn_aug
seq_00556.npy,27.0,5,kimore_syn_aug
seq_00557.npy,40.0,5,kimore_syn_aug
seq_00558.npy,29.0,5,kimore_syn_aug
seq_00559.npy,27.0,5,kimore_syn_aug
seq_00560.npy,36.0,5,kimore_syn_aug
seq_00561.npy,39.0,5,kimore_syn_aug
seq_00562.npy,24.0,5,kimore_syn_aug
seq_00563.npy,28.0,5,kimore_syn_aug
seq_00564.npy,41.0,5,kimore_syn_aug
seq_00565.npy,34.0,5,kimore_syn_aug
seq_00566.npy,27.0,5,kimore_syn_aug
seq_00567.npy,31.0,5,kimore_syn_aug
seq_00568.npy,39.0,5,kimore_syn_aug
seq_00569.npy,35.0,5,kimore_syn_aug
