sequence,score,reps,source
seq_00105.npy,44.0,4,custom
seq_00106.npy,34.0,6,custom
seq_00107.npy,27.0,6,custom
seq_00108.npy,48.0,7,custom
seq_00109.npy,23.0,6,custom
seq_00110.npy,42.0,6,custom
seq_00111.npy,43.0,4,custom
seq_00112.npy,45.0,7,custom
seq_00113.npy,25.0,6,custom
seq_00114.npy,37.0,7,custom
seq_00115.npy,39.0,7,custom
seq_00116.npy,39.0,4,custom
seq_00117.npy,28.0,4,custom
seq_00118.npy,42.0,7,custom
seq_00119.npy,45.0,6,custom
seq_00120.npy,23.0,4,custom
seq_00121.npy,26.0,4,custom
seq_00122.npy,43.0,6,custom
seq_00123.npy,44.0,4,custom
seq_00124.npy,42.0,7,custom
seq_00125.npy,29.0,6,custom
seq_00126.npy,37.0,8,custom
seq_00127.npy,34.0,8,custom
seq_00128.npy,43.0,7,custom
seq_00129.npy,26.0,6,custom
seq_00130.npy,45.0,5,custom
seq_00131.npy,46.0,6,custom
seq_00132.npy,47.0,7,custom
seq_00133.npy,30.0,5,custom
seq_00134.npy,42.0,6,custom
seq_00135.npy,44.0,4,custom
seq_00136.npy,48.0,8,custom
seq_00137.npy,20.0,7,custom
seq_00138.npy,35.0,5,custom
seq_00139.npy,42.0,4,custom
seq_00140.npy,22.0,4,custom
seq_00141.npy,47.0,8,custom
seq_00142.npy,29.0,6,custom
seq_00143.npy,28.0,4,custom
seq_00144.npy,39.0,5,custom
seq_00145.npy,21.0,4,custom
seq_00146.npy,25.0,5,custom
seq_00147.npy,42.0,6,custom
seq_00148.npy,36.0,6,custom
seq_00149.npy,45.0,8,custom
seq_00150.npy,88.0,5,ntu_syn
seq_00151.npy,80.0,5,ntu_syn
seq_00152.npy,82.0,5,ntu_syn
seq_00153.npy,82.0,5,ntu_syn
seq_00154.npy,85.0,5,ntu_syn
seq_00155.npy,81.0,5,ntu_syn
seq_00156.npy,86.0,5,ntu_syn
seq_00157.npy,78.0,5,ntu_syn
seq_00158.npy,86.0,5,ntu_syn
seq_00159.npy,75.0,5,ntu_syn
seq_00160.npy,94.0,5,ntu_syn
seq_00161.npy,89.0,5,ntu_syn
seq_00162.npy,84.0,5,ntu_syn
seq_00163.npy,82.0,5,ntu_syn
seq_00164.npy,92.0,5,ntu_syn
seq_00165.npy,52.0,5,ntu_syn
seq_00166.npy,72.0,5,ntu_syn
seq_00167.npy,63.0,5,ntu_syn
seq_00168.npy,71.0,5,ntu_syn
seq_00169.npy,61.0,5,ntu_syn
seq_00170.npy,64.0,5,ntu_syn
seq_00171.npy,53.0,5,ntu_syn
seq_00172.npy,68.0,5,ntu_syn
seq_00173.npy,52.0,5,ntu_syn
seq_00174.npy,54.0,5,ntu_syn
seq_00175.npy,70.0,5,ntu_syn
seq_00176.npy,72.0,5,ntu_syn
seq_00177.npy,72.0,5,ntu_syn
seq_00178.npy,55.0,5,ntu_syn
seq_00179.npy,67.0,5,ntu_syn
seq_00180.npy,38.0,5,ntu_syn
seq_00181.npy,32.0,5,ntu_syn
seq_00182.npy,31.0,5,ntu_syn
seq_00183.npy,37.0,5,ntu_syn
seq_00184.npy,32.0,5,ntu_syn
seq_00185.npy,44.0,5,ntu_syn
seq_00186.npy,33.0,5,ntu_syn
seq_00187.npy,22.0,5,ntu_syn
seq_00188.npy,44.0,5,ntu_syn
seq_00189.npy,41.0,5,ntu_syn
seq_00190.npy,38.0,5,ntu_syn
seq_00191.npy,29.0,5,ntu_syn
seq_00192.npy,42.0,5,ntu_syn
seq_00193.npy,26.0,5,ntu_syn
seq_00194.npy,42.0,5,ntu_syn
seq_00195.npy,87.0,5,uiprmd_syn
seq_00196.npy,89.0,5,uiprmd_syn
seq_00197.npy,91.0,5,uiprmd_syn
seq_00198.npy,84.0,5,uiprmd_syn
seq_00199.npy,85.0,5,uiprmd_syn
seq_00200.npy,98.0,5,uiprmd_syn
seq_00201.npy,93.0,5,uiprmd_syn
seq_00202.npy,83.0,5,uiprmd_syn
seq_00203.npy,98.0,5,uiprmd_syn
seq_00204.npy,98.0,5,uiprmd_syn
seq_00205.npy,86.0,5,uiprmd_syn
seq_00206.npy,97.0,5,uiprmd_syn
seq_00207.npy,96.0,5,uiprmd_syn
seq_00208.npy,80.0,5,uiprmd_syn
seq_00209.npy,90.0,5,uiprmd_syn
seq_00210.npy,59.0,5,uiprmd_syn
seq_00211.npy,76.0,5,uiprmd_syn
seq_00212.npy,76.0,5,uiprmd_syn
seq_00213.npy,63.0,5,uiprmd_syn
seq_00214.npy,73.0,5,uiprmd_syn
seq_00215.npy,57.0,5,uiprmd_syn
seq_00216.npy,75.0,5,uiprmd_syn
seq_00217.npy,64.0,5,uiprmd_syn
seq_00218.npy,76.0,5,uiprmd_syn
seq_00219.npy,60.0,5,uiprmd_syn
seq_00220.npy,65.0,5,uiprmd_syn
seq_00221.npy,59.0,5,uiprmd_syn
seq_00222.npy,77.0,5,uiprmd_syn
seq_00223.npy,65.0,5,uiprmd_syn
seq_00224.npy,69.0,5,uiprmd_syn
seq_00225.npy,42.0,5,uiprmd_syn
seq_00226.npy,47.0,5,uiprmd_syn
seq_00227.npy,34.0,5,uiprmd_syn
seq_00228.npy,30.0,5,uiprmd_syn
seq_00229.npy,54.0,5,uiprmd_syn
seq_00230.npy,38.0,5,uiprmd_syn
seq_00231.npy,27.0,5,uiprmd_syn
seq_00232.npy,26.0,5,uiprmd_syn
seq_00233.npy,34.0,5,uiprmd_syn
seq_00234.npy,35.0,5,uiprmd_syn
seq_00235.npy,36.0,5,uiprmd_syn
seq_00236.npy,48.0,5,uiprmd_syn
seq_00237.npy,39.0,5,uiprmd_syn
seq_00238.npy,43.0,5,uiprmd_syn
seq_00239.npy,33.0,5,uiprmd_syn
seq_00240.npy,72.0,5,kimore_syn
seq_00241.npy,85.0,5,kimore_syn
seq_00242.npy,90.0,5,kimore_syn
seq_00243.npy,74.0,5,kimore_syn
seq_00244.npy,74.0,5,kimore_syn
seq_00245.npy,84.0,5,kimore_syn
seq_00246.npy,89.0,5,kimore_syn
seq_00247.npy,84.0,5,kimore_syn
seq_00248.npy,72.0,5,kimore_syn
seq_00249.npy,82.0,5,kimore_syn
seq_00250.npy,91.0,5,kimore_syn
seq_00251.npy,90.0,5,kimore_syn
seq_00252.npy,87.0,5,kimore_syn
seq_00253.npy,77.0,5,kimore_syn
seq_00254.npy,76.0,5,kimore_syn
seq_00255.npy,54.0,5,kimore_syn
seq_00256.npy,67.0,5,kimore_syn
seq_00257.npy,60.0,5,kimore_syn
seq_00258.npy,68.0,5,kimore_syn
seq_00259.npy,61.0,5,kimore_syn
seq_00260.npy,59.0,5,kimore_syn
seq_00261.npy,53.0,5,kimore_syn
seq_00262.npy,61.0,5,kimore_syn
seq_00263.npy,69.0,5,kimore_syn
seq_00264.npy,68.0,5,kimore_syn
seq_00265.npy,47.0,5,kimore_syn
seq_00266.npy,66.0,5,kimore_syn
seq_00267.npy,52.0,5,kimore_syn
seq_00268.npy,57.0,5,kimore_syn
seq_00269.npy,49.0,5,kimore_syn
seq_00270.npy,37.0,5,kimore_syn
seq_00271.npy,24.0,5,kimore_syn
seq_00272.npy,27.0,5,kimore_syn
seq_00273.npy,22.0,5,kimore_syn
seq_00274.npy,28.0,5,kimore_syn
seq_00275.npy,34.0,5,kimore_syn
seq_00276.npy,32.0,5,kimore_syn
seq_00277.npy,42.0,5,kimore_syn
seq_00278.npy,26.0,5,kimore_syn
seq_00279.npy,42.0,5,kimore_syn
seq_00280.npy,36.0,5,kimore_syn
seq_00281.npy,43.0,5,kimore_syn
seq_00282.npy,40.0,5,kimore_syn
seq_00283.npy,27.0,5,kimore_syn
seq_00284.npy,28.0,5,kimore_syn
seq_00285.npy,97.0,5,custom_aug
seq_00286.npy,97.0,5,custom_aug
seq_00287.npy,96.0,6,custom_aug
seq_00288.npy,93.0,4,custom_aug
seq_00289.npy,88.0,6,custom_aug
seq_00290.npy,95.0,5,custom_aug
seq_00291.npy,83.0,6,custom_aug
seq_00292.npy,91.0,7,custom_aug
seq_00293.npy,92.0,4,custom_aug
seq_00294.npy,82.0,6,custom_aug
seq_00295.npy,84.0,8,custom_aug
seq_00296.npy,97.0,4,custom_aug
seq_00297.npy,94.0,6,custom_aug
seq_00298.npy,89.0,6,custom_aug
seq_00299.npy,87.0,7,custom_aug
seq_00300.npy,85.0,7,custom_aug
seq_00301.npy,96.0,5,custom_aug
seq_00302.npy,90.0,7,custom_aug
seq_00303.npy,97.0,5,custom_aug
seq_00304.npy,83.0,6,custom_aug
seq_00305.npy,82.0,5,custom_aug
seq_00306.npy,85.0,4,custom_aug
seq_00307.npy,90.0,8,custom_aug
seq_00308.npy,88.0,8,custom_aug
seq_00309.npy,84.0,6,custom_aug
seq_00310.npy,83.0,8,custom_aug
seq_00311.npy,96.0,7,custom_aug
seq_00312.npy,98.0,6,custom_aug
seq_00313.npy,96.0,5,custom_aug
seq_00314.npy,89.0,8,custom_aug
seq_00315.npy,86.0,7,custom_aug
seq_00316.npy,97.0,4,custom_aug
seq_00317.npy,89.0,5,custom_aug
seq_00318.npy,95.0,5,custom_aug
seq_00319.npy,91.0,4,custom_aug
seq_00320.npy,88.0,5,custom_aug
seq_00321.npy,96.0,7,custom_aug
seq_00322.npy,96.0,5,custom_aug
seq_00323.npy,89.0,6,custom_aug
seq_00324.npy,84.0,7,custom_aug
seq_00325.npy,89.0,5,custom_aug
seq_00326.npy,89.0,5,custom_aug
seq_00327.npy,91.0,6,custom_aug
seq_00328.npy,86.0,7,custom_aug
seq_00329.npy,87.0,6,custom_aug
seq_00330.npy,91.0,4,custom_aug
seq_00331.npy,93.0,6,custom_aug
seq_00332.npy,97.0,7,custom_aug
seq_00333.npy,87.0,6,custom_aug
seq_00334.npy,83.0,6,custom_aug
seq_00335.npy,65.0,4,custom_aug
seq_00336.npy,74.0,4,custom_aug
seq_00337.npy,57.0,8,custom_aug
seq_00338.npy,61.0,8,custom_aug
seq_00339.npy,70.0,8,custom_aug
seq_00340.npy,71.0,5,custom_aug
seq_00341.npy,76.0,6,custom_aug
seq_00342.npy,69.0,6,custom_aug
seq_00343.npy,71.0,5,custom_aug
seq_00344.npy,76.0,8,custom_aug
seq_00345.npy,54.0,6,custom_aug
seq_00346.npy,52.0,8,custom_aug
seq_00347.npy,64.0,4,custom_aug
seq_00348.npy,63.0,7,custom_aug
seq_00349.npy,56.0,7,custom_aug
seq_00350.npy,75.0,4,custom_aug
seq_00351.npy,59.0,7,custom_aug
seq_00352.npy,75.0,8,custom_aug
seq_00353.npy,58.0,5,custom_aug
seq_00354.npy,52.0,4,custom_aug
seq_00355.npy,54.0,5,custom_aug
seq_00356.npy,55.0,8,custom_aug
seq_00357.npy,72.0,7,custom_aug
seq_00358.npy,78.0,5,custom_aug
seq_00359.npy,78.0,4,custom_aug
seq_00360.npy,55.0,6,custom_aug
seq_00361.npy,55.0,6,custom_aug
seq_00362.npy,60.0,8,custom_aug
seq_00363.npy,65.0,7,custom_aug
seq_00364.npy,57.0,7,custom_aug
seq_00365.npy,67.0,5,custom_aug
seq_00366.npy,54.0,8,custom_aug
seq_00367.npy,54.0,7,custom_aug
seq_00368.npy,77.0,5,custom_aug
seq_00369.npy,71.0,8,custom_aug
seq_00370.npy,73.0,7,custom_aug
seq_00371.npy,64.0,7,custom_aug
seq_00372.npy,55.0,4,custom_aug
seq_00373.npy,64.0,8,custom_aug
seq_00374.npy,56.0,8,custom_aug
seq_00375.npy,70.0,7,custom_aug
seq_00376.npy,66.0,7,custom_aug
seq_00377.npy,76.0,7,custom_aug
seq_00378.npy,75.0,4,custom_aug
seq_00379.npy,59.0,4,custom_aug
seq_00380.npy,78.0,7,custom_aug
seq_00381.npy,75.0,5,custom_aug
seq_00382.npy,53.0,7,custom_aug
seq_00383.npy,71.0,4,custom_aug
seq_00384.npy,56.0,4,custom_aug
seq_00385.npy,46.0,5,custom_aug
seq_00386.npy,48.0,7,custom_aug
seq_00387.npy,45.0,8,custom_aug
seq_00388.npy,33.0,8,custom_aug
seq_00389.npy,29.0,8,custom_aug
seq_00390.npy,44.0,4,custom_aug
seq_00391.npy,34.0,6,custom_aug
seq_00392.npy,27.0,6,custom_aug
seq_00393.npy,48.0,7,custom_aug
seq_00394.npy,23.0,6,custom_aug
seq_00395.npy,42.0,6,custom_aug
seq_00396.npy,43.0,4,custom_aug
seq_00397.npy,45.0,7,custom_aug
seq_00398.npy,25.0,6,custom_aug
seq_00399.npy,37.0,7,custom_aug
seq_00400.npy,39.0,7,custom_aug
seq_00401.npy,39.0,4,custom_aug
seq_00402.npy,28.0,4,custom_aug
seq_00403.npy,42.0,7,custom_aug
seq_00404.npy,45.0,6,custom_aug
seq_00405.npy,23.0,4,custom_aug
seq_00406.npy,26.0,4,custom_aug
seq_00407.npy,43.0,6,custom_aug
seq_00408.npy,44.0,4,custom_aug
seq_00409.npy,42.0,7,custom_aug
seq_00410.npy,29.0,6,custom_aug
seq_00411.npy,37.0,8,custom_aug
seq_00412.npy,34.0,8,custom_aug
seq_00413.npy,43.0,7,custom_aug
seq_00414.npy,26.0,6,custom_aug
seq_00415.npy,45.0,5,custom_aug
seq_00416.npy,46.0,6,custom_aug
seq_00417.npy,47.0,7,custom_aug
seq_00418.npy,30.0,5,custom_aug
seq_00419.npy,42.0,6,custom_aug
seq_00420.npy,44.0,4,custom_aug
seq_00421.npy,48.0,8,custom_aug
seq_00422.npy,20.0,7,custom_aug
seq_00423.npy,35.0,5,custom_aug
seq_00424.npy,42.0,4,custom_aug
seq_00425.npy,22.0,4,custom_aug
seq_00426.npy,47.0,8,custom_aug
seq_00427.npy,29.0,6,custom_aug
seq_00428.npy,28.0,4,custom_aug
seq_00429.npy,39.0,5,custom_aug
seq_00430.npy,21.0,4,custom_aug
seq_00431.npy,25.0,5,custom_aug
seq_00432.npy,42.0,6,custom_aug
seq_00433.npy,36.0,6,custom_aug
seq_00434.npy,45.0,8,custom_aug
seq_00435.npy,88.0,5,ntu_syn_aug
seq_00436.npy,80.0,5,ntu_syn_aug
seq_00437.npy,82.0,5,ntu_syn_aug
seq_00438.npy,82.0,5,ntu_syn_aug
seq_00439.npy,85.0,5,ntu_syn_aug
seq_00440.npy,81.0,5,ntu_syn_aug
seq_00441.npy,86.0,5,ntu_syn_aug
seq_00442.npy,78.0,5,ntu_syn_aug
seq_00443.npy,86.0,5,ntu_syn_aug
seq_00444.npy,75.0,5,ntu_syn_aug
seq_00445.npy,94.0,5,ntu_syn_aug
seq_00446.npy,89.0,5,ntu_syn_aug
seq_00447.npy,84.0,5,ntu_syn_aug
seq_00448.npy,82.0,5,ntu_syn_aug
seq_00449.npy,92.0,5,ntu_syn_aug
seq_00450.npy,52.0,5,ntu_syn_aug
seq_00451.npy,72.0,5,ntu_syn_aug
seq_00452.npy,63.0,5,ntu_syn_aug
seq_00453.npy,71.0,5,ntu_syn_aug
seq_00454.npy,61.0,5,ntu_syn_aug
seq_00455.npy,64.0,5,ntu_syn_aug
seq_00456.npy,53.0,5,ntu_syn_aug
seq_00457.npy,68.0,5,ntu_syn_aug
seq_00458.npy,52.0,5,ntu_syn_aug
seq_00459.npy,54.0,5,ntu_syn_aug
seq_00460.npy,70.0,5,ntu_syn_aug
seq_00461.npy,72.0,5,ntu_syn_aug
seq_00462.npy,72.0,5,ntu_syn_aug
seq_00463.npy,55.0,5,ntu_syn_aug
seq_00464.npy,67.0,5,ntu_syn_aug
seq_00465.npy,38.0,5,ntu_syn_aug
seq_00466.npy,32.0,5,ntu_syn_aug
seq_00467.npy,31.0,5,ntu_syn_aug
seq_00468.npy,37.0,5,ntu_syn_aug
seq_00469.npy,32.0,5,ntu_syn_aug
seq_00470.npy,44.0,5,ntu_syn_aug
seq_00471.npy,33.0,5,ntu_syn_aug
seq_00472.npy,22.0,5,ntu_syn_aug
seq_00473.npy,44.0,5,ntu_syn_aug
seq_00474.npy,41.0,5,ntu_syn_aug
seq_00475.npy,38.0,5,ntu_syn_aug
seq_00476.npy,29.0,5,ntu_syn_aug
seq_00477.npy,42.0,5,ntu_syn_aug
seq_00478.npy,26.0,5,ntu_syn_aug
seq_00479.npy,42.0,5,ntu_syn_aug
seq_00480.npy,87.0,5,uiprmd_syn_aug
seq_00481.npy,89.0,5,uiprmd_syn_aug
seq_00482.npy,91.0,5,uiprmd_syn_aug
seq_00483.npy,84.0,5,uiprmd_syn_aug
seq_00484.npy,85.0,5,uiprmd_syn_aug
seq_00485.npy,98.0,5,uiprmd_syn_aug
seq_00486.npy,93.0,5,uiprmd_syn_aug
seq_00487.npy,83.0,5,uiprmd_syn_aug
seq_00488.npy,98.0,5,uiprmd_syn_aug
seq_00489.npy,98.0,5,uiprmd_syn_aug
seq_00490.npy,86.0,5,uiprmd_syn_aug
seq_00491.npy,97.0,5,uiprmd_syn_aug
seq_00492.npy,96.0,5,uiprmd_syn_aug
seq_00493.npy,80.0,5,uiprmd_syn_aug
seq_00494.npy,90.0,5,uiprmd_syn_aug
seq_00495.npy,59.0,5,uiprmd_syn_aug
seq_00496.npy,76.0,5,uiprmd_syn_aug
seq_00497.npy,76.0,5,uiprmd_syn_aug
seq_00498.npy,63.0,5,uiprmd_syn_aug
seq_00499.npy,73.0,5,uiprmd_syn_aug
seq_00500.npy,57.0,5,uiprmd_syn_aug
seq_00501.npy,75.0,5,uiprmd_syn_aug
seq_00502.npy,64.0,5,uiprmd_syn_aug
seq_00503.npy,76.0,5,uiprmd_syn_aug
seq_00504.npy,60.0,5,uiprmd_syn_aug
seq_00505.npy,65.0,5,uiprmd_syn_aug
seq_00506.npy,59.0,5,uiprmd_syn_aug
seq_00507.npy,77.0,5,uiprmd_syn_aug
seq_00508.npy,65.0,5,uiprmd_syn_aug
seq_00509.npy,69.0,5,uiprmd_syn_aug
seq_00510.npy,42.0,5,uiprmd_syn_aug
seq_00511.npy,47.0,5,uiprmd_syn_aug
seq_00512.npy,34.0,5,uiprmd_syn_aug
seq_00513.npy,30.0,5,uiprmd_syn_aug
seq_00514.npy,54.0,5,uiprmd_syn_aug
seq_00515.npy,38.0,5,uiprmd_syn_aug
seq_00516.npy,27.0,5,uiprmd_syn_aug
seq_00517.npy,26.0,5,uiprmd_syn_aug
seq_00518.npy,34.0,5,uiprmd_syn_aug
seq_00519.npy,35.0,5,uiprmd_syn_aug
seq_00520.npy,36.0,5,uiprmd_syn_aug
seq_00521.npy,48.0,5,uiprmd_syn_aug
seq_00522.npy,39.0,5,uiprmd_syn_aug
seq_00523.npy,43.0,5,uiprmd_syn_aug
seq_00524.npy,33.0,5,uiprmd_syn_aug
seq_00525.npy,72.0,5,kimore_syn_aug
seq_00526.npy,85.0,5,kimore_syn_aug
seq_00527.npy,90.0,5,kimore_syn_aug
seq_00528.npy,74.0,5,kimore_syn_aug
seq_00529.npy,74.0,5,kimore_syn_aug
seq_00530.npy,84.0,5,kimore_syn_aug
seq_00531.npy,89.0,5,kimore_syn_aug
seq_00532.npy,84.0,5,kimore_syn_aug
seq_00533.npy,72.0,5,kimore_syn_aug
seq_00534.npy,82.0,5,kimore_syn_aug
seq_00535.npy,91.0,5,kimore_syn_aug
seq_00536.npy,90.0,5,kimore_syn_aug
seq_00537.npy,87.0,5,kimore_syn_aug
seq_00538.npy,77.0,5,kimore_syn_aug
seq_00539.npy,76.0,5,kimore_syn_aug
seq_00540.npy,54.0,5,kimore_syn_aug
seq_00541.npy,67.0,5,kimore_syn_aug
seq_00542.npy,60.0,5,kimore_syn_aug
seq_00543.npy,68.0,5,kimore_syn_aug
seq_00544.npy,61.0,5,kimore_syn_aug
seq_00545.npy,59.0,5,kimore_syn_aug
seq_00546.npy,53.0,5,kimore_syn_aug
seq_00547.npy,61.0,5,kimore_syn_aug
seq_00548.npy,69.0,5,kimore_syn_aug
seq_00549.npy,68.0,5,kimore_syn_aug
seq_00550.npy,47.0,5,kimore_syn_aug
seq_00551.npy,66.0,5,kimore_syn_aug
seq_00552.npy,52.0,5,kimore_syn_aug
seq_00553.npy,57.0,5,kimore_syn_aug
seq_00554.npy,49.0,5,kimore_syn_aug
seq_00555.npy,37.0,5,kimore_syn_aug
seq_00556.npy,24.0,5,kimore_syn_aug
seq_00557.npy,27.0,5,kimore_syn_aug
seq_00558.npy,22.0,5,kimore_syn_aug
seq_00559.npy,28.0,5,kimore_syn_aug
seq_00560.npy,34.0,5,kimore_syn_aug
seq_00561.npy,32.0,5,kimore_syn_aug
seq_00562.npy,42.0,5,kimore_syn_aug
seq_00563.npy,26.0,5,kimore_syn_aug
seq_00564.npy,42.0,5,kimore_syn_aug
seq_00565.npy,36.0,5,kimore_syn_aug
seq_00566.npy,43.0,5,kimore_syn_aug
seq_00567.npy,40.0,5,kimore_syn_aug
seq_00568.npy,27.0,5,kimore_syn_aug
seq_00569.npy,28.0,5,kimore_syn_aug
